Edad,Genero,Rol,Industria,Años_Expe,Ubicacion,Hrs_semana,Balance_vida_trabajo,Nivel_estres,Salud_Mental,Recurso_SaludM,Cambio_en_productividad,Calificación_aislamientoS,Satisfacción_trabajo,Apoyo_de_empresa,Calidad_del_sueño,Region
22,Female,Sales,Finance,11,Remote,42,3,Medium,Burnout,No,Increase,4.0,Satisfied,1,Good,North America
42,Male,Designer,Consulting,34,Hybrid,21,2,High,Burnout,No,Increase,5.0,Satisfied,4,Average,North America
32,Prefer not to say,Project Manager,IT,32,Hybrid,38,3,High,Burnout,No,Decrease,2.0,Satisfied,4,Average,Europe
29,Male,Project Manager,Healthcare,5,Hybrid,53,4,Medium,Depression,No,Decrease,4.0,Satisfied,3,Poor,North America
48,Prefer not to say,Project Manager,Education,9,Hybrid,28,1,High,Anxiety,No,Decrease,3.0,Unsatisfied,5,Good,Africa
45,Male,Software Engineer,Healthcare,24,Remote,34,5,High,Burnout,Yes,Increase,5.0,Unsatisfied,1,Poor,Europe
38,Female,Software Engineer,Manufacturing,17,Remote,39,4,Low,Depression,No,No Change,4.0,Unsatisfied,3,Poor,Asia
55,Male,Sales,Finance,12,Hybrid,54,5,Medium,Anxiety,No,Decrease,1.0,Satisfied,1,Average,Africa
24,Male,Software Engineer,Retail,26,Onsite,35,1,High,Depression,No,Increase,5.0,Neutral,2,Average,North America
29,Male,Designer,Retail,4,Onsite,39,2,Low,Depression,Yes,Decrease,5.0,Neutral,5,Average,Oceania
42,Male,Designer,Finance,1,Hybrid,31,3,Low,Anxiety,Yes,Increase,4.0,Satisfied,4,Poor,Europe
23,Prefer not to say,HR,Finance,7,Remote,54,3,Low,Anxiety,Yes,Increase,5.0,Satisfied,1,Good,Africa
48,Male,HR,Finance,23,Onsite,25,5,Low,Anxiety,Yes,Increase,5.0,Unsatisfied,3,Average,North America
31,Non-binary,Marketing,Healthcare,18,Remote,54,3,High,Depression,No,Increase,3.0,Unsatisfied,2,Good,Oceania
33,Non-binary,Project Manager,Education,17,Remote,33,4,High,Burnout,Yes,Increase,2.0,Neutral,5,Poor,Africa
26,Non-binary,Designer,Retail,26,Onsite,46,4,Medium,Anxiety,Yes,No Change,4.0,Unsatisfied,2,Good,North America
25,Non-binary,Marketing,Finance,22,Onsite,29,3,Low,Burnout,Yes,Decrease,4.0,Unsatisfied,2,Poor,Asia
59,Prefer not to say,Sales,Manufacturing,33,Hybrid,59,2,Medium,Anxiety,Yes,Increase,2.0,Unsatisfied,4,Poor,South America
45,Female,Software Engineer,Consulting,24,Hybrid,28,1,High,Anxiety,No,Decrease,5.0,Unsatisfied,2,Good,North America
26,Non-binary,Sales,Manufacturing,4,Hybrid,56,5,Low,Anxiety,Yes,No Change,2.0,Satisfied,1,Poor,Asia
36,Male,HR,Finance,15,Remote,39,4,High,Burnout,No,Increase,4.0,Neutral,5,Poor,North America
38,Prefer not to say,Sales,IT,18,Hybrid,23,2,High,Depression,Yes,Increase,1.0,Neutral,3,Good,North America
38,Male,Marketing,Retail,28,Hybrid,21,1,High,Depression,No,Increase,5.0,Satisfied,3,Poor,Africa
58,Non-binary,Software Engineer,Healthcare,6,Remote,30,5,Medium,Depression,No,Decrease,2.0,Satisfied,3,Poor,Africa
43,Male,Project Manager,Healthcare,30,Onsite,49,4,High,Anxiety,Yes,No Change,4.0,Satisfied,2,Poor,Africa
55,Female,Marketing,Consulting,3,Onsite,32,2,Medium,Anxiety,No,Increase,5.0,Unsatisfied,4,Good,Africa
24,Female,Project Manager,Retail,17,Onsite,25,2,High,Depression,Yes,Increase,4.0,Neutral,1,Average,North America
57,Male,Marketing,Healthcare,9,Onsite,41,5,High,Anxiety,Yes,Decrease,2.0,Satisfied,4,Average,South America
36,Prefer not to say,Software Engineer,Consulting,9,Hybrid,28,3,Low,Anxiety,No,Increase,5.0,Satisfied,2,Good,North America
34,Female,HR,Finance,27,Hybrid,30,4,High,Burnout,No,Increase,3.0,Neutral,5,Poor,South America
24,Female,Marketing,Consulting,4,Remote,44,2,Medium,Anxiety,No,Decrease,2.0,Unsatisfied,5,Good,Oceania
24,Female,Project Manager,Manufacturing,17,Hybrid,53,4,Low,Anxiety,No,No Change,4.0,Satisfied,2,Poor,Africa
24,Prefer not to say,Project Manager,IT,21,Remote,60,2,Medium,Depression,No,No Change,5.0,Neutral,3,Average,Asia
57,Non-binary,Sales,Education,3,Hybrid,22,5,High,Anxiety,Yes,Increase,1.0,Satisfied,1,Good,Oceania
39,Non-binary,HR,Finance,4,Remote,39,1,High,Depression,Yes,Increase,3.0,Satisfied,3,Good,Oceania
37,Male,HR,Finance,27,Remote,36,1,High,Anxiety,No,Increase,3.0,Neutral,1,Good,South America
23,Prefer not to say,Data Scientist,Finance,31,Hybrid,27,1,Low,Burnout,No,No Change,2.0,Satisfied,3,Good,Africa
53,Non-binary,Marketing,IT,35,Onsite,59,3,Low,Anxiety,No,No Change,3.0,Unsatisfied,3,Poor,Oceania
32,Male,Marketing,Retail,22,Remote,26,4,Medium,Anxiety,Yes,Increase,5.0,Satisfied,4,Average,Oceania
24,Non-binary,Data Scientist,Education,29,Hybrid,40,4,High,Burnout,No,Decrease,5.0,Unsatisfied,3,Average,Asia
33,Male,Data Scientist,Retail,4,Hybrid,28,5,Medium,Depression,Yes,Decrease,1.0,Unsatisfied,3,Average,Asia
49,Non-binary,Marketing,Manufacturing,14,Remote,36,5,High,Anxiety,No,No Change,5.0,Unsatisfied,2,Poor,South America
60,Prefer not to say,Designer,Manufacturing,21,Remote,24,5,Low,Burnout,No,No Change,5.0,Neutral,1,Good,South America
52,Prefer not to say,Software Engineer,Finance,20,Onsite,23,3,Medium,Anxiety,No,Increase,4.0,Satisfied,3,Poor,Asia
23,Male,HR,Consulting,30,Remote,28,1,Low,Burnout,Yes,No Change,4.0,Unsatisfied,5,Average,Oceania
38,Non-binary,Software Engineer,Education,7,Onsite,38,1,Low,Anxiety,Yes,Increase,3.0,Neutral,3,Good,Oceania
44,Female,HR,Finance,3,Hybrid,42,4,High,Anxiety,No,Decrease,5.0,Unsatisfied,1,Poor,Asia
36,Non-binary,HR,Education,35,Remote,28,5,High,Burnout,Yes,No Change,3.0,Satisfied,1,Poor,Europe
28,Prefer not to say,Data Scientist,Finance,9,Remote,25,3,High,Anxiety,Yes,Decrease,2.0,Satisfied,3,Good,Europe
28,Female,HR,Finance,25,Onsite,32,4,Medium,Depression,No,No Change,3.0,Satisfied,2,Average,South America
25,Non-binary,Data Scientist,Consulting,15,Hybrid,27,1,Low,Anxiety,No,No Change,5.0,Neutral,5,Good,Europe
37,Female,Sales,Retail,15,Onsite,25,1,Low,Burnout,No,No Change,5.0,Unsatisfied,5,Good,Europe
39,Female,Sales,Education,17,Hybrid,41,2,Medium,Anxiety,Yes,Decrease,2.0,Neutral,1,Poor,Europe
39,Prefer not to say,Data Scientist,Manufacturing,4,Hybrid,33,3,Medium,Anxiety,No,Decrease,1.0,Unsatisfied,1,Good,Europe
25,Female,Data Scientist,IT,8,Remote,35,4,High,Depression,Yes,Decrease,2.0,Neutral,5,Poor,Europe
56,Prefer not to say,HR,Finance,8,Remote,34,3,Low,Anxiety,No,Increase,2.0,Unsatisfied,1,Average,Asia
53,Non-binary,Sales,Healthcare,16,Remote,49,2,High,Anxiety,No,No Change,5.0,Unsatisfied,5,Average,Asia
34,Female,Project Manager,Manufacturing,12,Onsite,36,1,High,Depression,Yes,No Change,1.0,Unsatisfied,3,Average,Africa
34,Non-binary,Project Manager,Retail,3,Remote,53,1,Low,Anxiety,Yes,No Change,3.0,Satisfied,5,Poor,Asia
41,Male,HR,Education,8,Hybrid,36,4,High,Anxiety,No,Increase,1.0,Neutral,1,Good,Asia
53,Male,Marketing,Consulting,33,Hybrid,20,1,Medium,Anxiety,No,Increase,5.0,Satisfied,3,Good,Asia
58,Male,Marketing,Education,5,Hybrid,31,2,Low,Depression,No,Increase,4.0,Neutral,3,Average,Africa
51,Non-binary,HR,Consulting,20,Remote,34,3,Low,Anxiety,Yes,No Change,3.0,Unsatisfied,4,Poor,Asia
43,Prefer not to say,Marketing,Manufacturing,17,Remote,20,2,Medium,Anxiety,No,Increase,5.0,Unsatisfied,5,Poor,North America
43,Male,Project Manager,Finance,28,Onsite,28,3,Medium,Depression,No,Decrease,1.0,Satisfied,1,Good,Asia
55,Female,Sales,Education,16,Onsite,54,3,Low,Anxiety,No,Decrease,2.0,Satisfied,3,Average,Europe
35,Female,Project Manager,Manufacturing,14,Hybrid,25,1,Low,Anxiety,No,No Change,1.0,Unsatisfied,1,Good,Africa
52,Non-binary,Sales,Consulting,1,Onsite,23,3,High,Burnout,Yes,No Change,2.0,Satisfied,1,Good,Oceania
58,Male,Software Engineer,IT,21,Remote,48,5,High,Burnout,No,Increase,1.0,Neutral,5,Average,Europe
22,Prefer not to say,Designer,Retail,1,Remote,26,4,High,Burnout,No,No Change,4.0,Unsatisfied,4,Poor,Europe
48,Male,Software Engineer,Consulting,33,Hybrid,54,2,Low,Depression,No,No Change,3.0,Satisfied,2,Good,South America
47,Prefer not to say,Designer,Healthcare,26,Remote,55,2,Medium,Anxiety,No,Increase,3.0,Neutral,1,Average,Europe
47,Prefer not to say,Sales,Healthcare,23,Hybrid,54,4,Medium,Anxiety,Yes,No Change,5.0,Neutral,3,Average,South America
25,Prefer not to say,Data Scientist,Consulting,31,Hybrid,55,2,Low,Depression,Yes,Increase,4.0,Satisfied,3,Good,Asia
59,Male,Marketing,Retail,21,Onsite,50,2,High,Anxiety,No,Increase,2.0,Unsatisfied,1,Poor,Africa
53,Male,Project Manager,IT,33,Hybrid,41,2,Low,Anxiety,No,Increase,4.0,Satisfied,5,Average,Europe
49,Female,Project Manager,Education,30,Hybrid,41,2,Medium,Anxiety,Yes,Increase,4.0,Neutral,5,Good,Oceania
38,Male,Data Scientist,Healthcare,30,Hybrid,27,3,High,Depression,Yes,Decrease,5.0,Satisfied,3,Good,Oceania
51,Female,Designer,Retail,5,Hybrid,54,4,High,Burnout,No,Decrease,5.0,Satisfied,4,Average,Asia
22,Non-binary,Data Scientist,Healthcare,11,Onsite,24,4,Low,Anxiety,No,No Change,3.0,Satisfied,4,Good,South America
29,Non-binary,Data Scientist,Healthcare,23,Remote,46,4,High,Depression,No,Decrease,2.0,Satisfied,3,Average,Asia
37,Male,HR,Education,4,Hybrid,39,5,Medium,Anxiety,Yes,No Change,3.0,Unsatisfied,3,Average,North America
36,Female,Project Manager,Education,29,Remote,30,2,High,Depression,Yes,Decrease,1.0,Neutral,3,Good,South America
32,Non-binary,Sales,IT,28,Hybrid,39,2,Medium,Anxiety,Yes,Increase,1.0,Satisfied,4,Poor,Oceania
45,Non-binary,Marketing,Manufacturing,34,Remote,35,1,High,Anxiety,Yes,No Change,5.0,Neutral,1,Good,North America
59,Male,Designer,IT,13,Onsite,27,3,High,Anxiety,Yes,No Change,4.0,Neutral,3,Average,North America
47,Female,Sales,Consulting,34,Hybrid,39,4,High,Burnout,No,Increase,4.0,Unsatisfied,3,Good,Europe
27,Female,Sales,Retail,23,Remote,34,3,High,Depression,No,No Change,3.0,Satisfied,5,Poor,Oceania
25,Non-binary,Marketing,Manufacturing,17,Remote,47,2,Medium,Depression,Yes,Decrease,4.0,Unsatisfied,4,Average,Europe
29,Female,Designer,Consulting,19,Remote,30,2,High,Burnout,Yes,Increase,3.0,Satisfied,3,Poor,South America
53,Prefer not to say,Marketing,Healthcare,30,Remote,23,2,Low,Depression,No,Decrease,5.0,Unsatisfied,5,Average,Europe
39,Non-binary,Software Engineer,Retail,5,Onsite,52,5,High,Anxiety,Yes,Increase,4.0,Neutral,3,Average,Asia
46,Female,Marketing,Retail,27,Hybrid,39,1,High,Anxiety,Yes,No Change,3.0,Unsatisfied,4,Good,Africa
52,Prefer not to say,Sales,Healthcare,17,Remote,28,5,Low,Burnout,No,No Change,1.0,Unsatisfied,3,Average,Africa
29,Non-binary,Designer,Consulting,17,Hybrid,30,3,Low,Anxiety,Yes,No Change,5.0,Neutral,2,Good,Oceania
44,Prefer not to say,HR,Consulting,9,Hybrid,21,3,Low,Anxiety,No,No Change,2.0,Unsatisfied,5,Good,Oceania
42,Male,Designer,Manufacturing,7,Remote,24,4,Low,Anxiety,Yes,No Change,4.0,Satisfied,2,Poor,Oceania
60,Female,Project Manager,Consulting,9,Hybrid,39,4,High,Depression,No,No Change,5.0,Neutral,2,Good,Europe
53,Female,Software Engineer,Education,17,Hybrid,41,5,Medium,Anxiety,Yes,Decrease,3.0,Satisfied,4,Poor,North America
53,Male,HR,Finance,18,Onsite,45,2,Low,Depression,No,Decrease,2.0,Neutral,4,Average,Oceania
27,Male,Sales,Consulting,1,Hybrid,22,4,Low,Depression,No,Decrease,4.0,Satisfied,5,Average,Oceania
40,Non-binary,Project Manager,Manufacturing,35,Onsite,34,3,High,Anxiety,Yes,Increase,2.0,Neutral,5,Poor,Asia
26,Prefer not to say,Marketing,Consulting,20,Remote,52,2,High,Anxiety,Yes,Decrease,5.0,Neutral,5,Average,Oceania
34,Male,Project Manager,Consulting,8,Remote,21,5,High,Burnout,No,Decrease,4.0,Neutral,5,Average,Africa
28,Non-binary,HR,Consulting,18,Hybrid,51,1,Low,Depression,No,No Change,2.0,Satisfied,2,Average,Oceania
51,Male,HR,Consulting,17,Onsite,36,3,Low,Depression,Yes,No Change,5.0,Satisfied,3,Good,South America
57,Non-binary,HR,Finance,5,Hybrid,31,3,Medium,Anxiety,No,Increase,4.0,Neutral,3,Poor,North America
32,Prefer not to say,Marketing,Healthcare,17,Remote,27,2,Medium,Anxiety,Yes,No Change,5.0,Satisfied,4,Poor,Europe
50,Female,Software Engineer,Manufacturing,13,Remote,39,1,Low,Anxiety,No,Decrease,3.0,Neutral,1,Average,Europe
39,Male,HR,Consulting,17,Onsite,57,4,Medium,Anxiety,No,Increase,2.0,Satisfied,2,Average,Oceania
32,Male,Designer,Consulting,14,Onsite,22,2,Medium,Depression,No,No Change,2.0,Satisfied,4,Poor,Asia
31,Prefer not to say,Sales,IT,17,Hybrid,47,3,Low,Burnout,Yes,No Change,4.0,Neutral,3,Average,North America
33,Female,HR,Education,7,Onsite,36,5,Medium,Burnout,Yes,No Change,3.0,Satisfied,4,Poor,Africa
28,Female,Marketing,Manufacturing,19,Remote,37,2,Medium,Anxiety,No,No Change,2.0,Unsatisfied,4,Good,Africa
32,Male,Marketing,Healthcare,21,Onsite,45,2,Low,Anxiety,Yes,Increase,5.0,Neutral,1,Good,Oceania
51,Non-binary,Designer,Manufacturing,30,Remote,35,5,High,Depression,Yes,No Change,1.0,Satisfied,3,Good,Africa
29,Male,Marketing,Education,7,Remote,43,5,Medium,Anxiety,Yes,No Change,1.0,Neutral,3,Average,Africa
47,Prefer not to say,Project Manager,Retail,13,Remote,57,2,Medium,Depression,Yes,Increase,1.0,Satisfied,3,Average,North America
47,Male,Software Engineer,Consulting,15,Onsite,28,1,Low,Depression,No,Decrease,1.0,Unsatisfied,3,Good,Europe
42,Male,Sales,Finance,13,Remote,23,2,Medium,Anxiety,Yes,No Change,5.0,Satisfied,3,Poor,North America
38,Female,Data Scientist,Consulting,4,Hybrid,22,4,High,Anxiety,No,Decrease,2.0,Satisfied,2,Poor,Europe
35,Male,Designer,Education,25,Remote,42,2,Medium,Depression,No,No Change,5.0,Unsatisfied,4,Good,Oceania
37,Non-binary,Sales,Finance,32,Hybrid,58,1,Medium,Anxiety,Yes,Increase,2.0,Satisfied,2,Good,Asia
29,Male,Marketing,Finance,4,Hybrid,42,2,Low,Burnout,Yes,No Change,2.0,Unsatisfied,3,Good,North America
53,Prefer not to say,Software Engineer,Finance,17,Hybrid,29,5,High,Depression,No,Increase,5.0,Unsatisfied,1,Good,South America
51,Male,Sales,Manufacturing,20,Remote,41,4,High,Depression,No,Decrease,2.0,Unsatisfied,2,Poor,Oceania
39,Male,HR,Retail,3,Remote,39,2,Medium,Anxiety,Yes,Increase,5.0,Satisfied,2,Average,Oceania
36,Male,Designer,Retail,13,Onsite,37,4,High,Depression,No,Decrease,4.0,Satisfied,3,Good,Europe
37,Male,HR,Healthcare,26,Remote,54,5,Medium,Burnout,Yes,Increase,4.0,Neutral,1,Poor,Africa
45,Non-binary,Sales,Retail,17,Onsite,39,5,Medium,Anxiety,Yes,No Change,5.0,Unsatisfied,3,Average,North America
25,Male,Designer,Healthcare,20,Hybrid,55,2,Medium,Anxiety,No,No Change,2.0,Satisfied,5,Good,South America
43,Prefer not to say,Designer,Manufacturing,32,Hybrid,22,2,High,Anxiety,No,Decrease,1.0,Satisfied,5,Average,South America
26,Male,Marketing,Manufacturing,7,Remote,41,3,High,Anxiety,No,No Change,1.0,Unsatisfied,4,Average,Asia
50,Non-binary,Software Engineer,Retail,3,Remote,48,2,Low,Depression,Yes,No Change,4.0,Neutral,3,Good,Africa
46,Female,Marketing,IT,6,Remote,51,3,Medium,Depression,No,No Change,2.0,Unsatisfied,4,Average,North America
24,Male,Sales,IT,23,Hybrid,47,5,High,Anxiety,Yes,Decrease,5.0,Neutral,2,Poor,Oceania
56,Prefer not to say,Sales,Healthcare,18,Remote,59,5,Medium,Depression,Yes,Decrease,4.0,Unsatisfied,3,Good,Europe
53,Non-binary,Project Manager,Manufacturing,23,Remote,23,5,Medium,Anxiety,No,No Change,1.0,Neutral,5,Average,Africa
45,Female,Project Manager,IT,17,Hybrid,56,1,Medium,Anxiety,No,No Change,2.0,Unsatisfied,3,Good,Africa
49,Prefer not to say,Software Engineer,Manufacturing,14,Remote,60,2,Medium,Depression,Yes,Decrease,4.0,Neutral,2,Average,Oceania
52,Non-binary,Project Manager,Manufacturing,23,Remote,42,5,Low,Burnout,No,Increase,3.0,Neutral,5,Average,Asia
48,Prefer not to say,Software Engineer,Finance,33,Remote,45,3,High,Anxiety,Yes,Decrease,2.0,Neutral,4,Poor,Asia
38,Male,Marketing,IT,6,Hybrid,47,1,Low,Depression,No,Decrease,5.0,Satisfied,5,Average,Africa
57,Male,Software Engineer,Education,19,Hybrid,60,3,High,Burnout,No,No Change,3.0,Neutral,1,Average,Africa
31,Non-binary,Project Manager,Healthcare,17,Onsite,55,4,High,Burnout,No,Decrease,5.0,Neutral,5,Good,Africa
32,Female,Marketing,Manufacturing,29,Hybrid,21,5,Low,Anxiety,No,Decrease,2.0,Unsatisfied,5,Poor,North America
40,Female,Marketing,IT,25,Onsite,29,4,Low,Depression,No,No Change,4.0,Neutral,4,Average,Oceania
56,Female,Sales,Consulting,18,Remote,45,2,Low,Anxiety,No,Decrease,5.0,Satisfied,3,Poor,North America
50,Prefer not to say,Software Engineer,Consulting,29,Onsite,23,2,Medium,Anxiety,No,No Change,2.0,Unsatisfied,4,Poor,North America
52,Male,Sales,IT,5,Hybrid,26,1,Low,Anxiety,No,No Change,3.0,Neutral,4,Poor,Asia
27,Female,HR,Consulting,10,Hybrid,30,4,Medium,Depression,Yes,Decrease,1.0,Unsatisfied,1,Average,Africa
31,Non-binary,Project Manager,Healthcare,28,Hybrid,22,3,High,Depression,No,Decrease,4.0,Satisfied,3,Average,Oceania
53,Non-binary,Sales,Finance,2,Hybrid,46,5,High,Anxiety,No,Increase,4.0,Unsatisfied,5,Average,Europe
24,Male,Data Scientist,Healthcare,18,Hybrid,43,2,Low,Depression,No,No Change,2.0,Neutral,3,Good,Oceania
49,Female,HR,Education,14,Hybrid,42,2,Medium,Burnout,No,Increase,3.0,Neutral,1,Good,North America
45,Female,Marketing,Retail,20,Remote,49,2,Low,Anxiety,Yes,Increase,2.0,Satisfied,4,Good,South America
53,Prefer not to say,Sales,Manufacturing,16,Hybrid,49,5,High,Anxiety,No,Increase,3.0,Satisfied,1,Good,Oceania
60,Male,Designer,Healthcare,34,Onsite,37,1,High,Burnout,No,Decrease,2.0,Unsatisfied,5,Good,Oceania
30,Female,Data Scientist,IT,34,Remote,21,3,Low,Burnout,No,Decrease,4.0,Neutral,4,Average,Africa
53,Female,HR,Finance,8,Hybrid,33,1,Low,Anxiety,Yes,No Change,2.0,Satisfied,4,Good,Europe
39,Female,Marketing,Healthcare,15,Remote,20,2,Medium,Depression,Yes,No Change,2.0,Neutral,3,Good,Oceania
55,Non-binary,Software Engineer,Consulting,13,Remote,39,2,Low,Anxiety,No,No Change,2.0,Satisfied,4,Good,Oceania
59,Male,Software Engineer,Education,8,Remote,39,2,Medium,Burnout,Yes,Increase,5.0,Satisfied,5,Poor,North America
40,Male,Marketing,Retail,25,Remote,29,3,High,Burnout,No,Increase,2.0,Unsatisfied,2,Average,South America
57,Female,Software Engineer,Finance,29,Onsite,39,5,Medium,Burnout,Yes,Increase,3.0,Satisfied,1,Good,Asia
53,Male,Data Scientist,Retail,1,Remote,57,2,High,Anxiety,Yes,No Change,5.0,Unsatisfied,3,Good,Asia
42,Prefer not to say,Project Manager,Consulting,32,Hybrid,39,2,High,Anxiety,Yes,Decrease,2.0,Unsatisfied,2,Average,Oceania
33,Male,Data Scientist,Manufacturing,19,Onsite,33,3,Low,Depression,Yes,Decrease,3.0,Unsatisfied,2,Good,South America
33,Male,Designer,IT,27,Onsite,37,2,Low,Burnout,No,No Change,2.0,Satisfied,2,Good,North America
30,Prefer not to say,Data Scientist,Manufacturing,9,Hybrid,58,3,Medium,Anxiety,Yes,Decrease,4.0,Satisfied,1,Average,Europe
51,Male,HR,Healthcare,17,Remote,39,1,Low,Depression,Yes,Increase,3.0,Unsatisfied,3,Poor,Oceania
32,Non-binary,Marketing,Retail,33,Onsite,35,3,Low,Anxiety,No,Increase,5.0,Neutral,1,Good,North America
53,Female,Marketing,IT,13,Remote,39,4,Medium,Anxiety,No,Increase,1.0,Satisfied,4,Average,Oceania
27,Male,Data Scientist,IT,34,Hybrid,47,5,Medium,Burnout,Yes,Decrease,5.0,Satisfied,3,Average,South America
38,Female,Data Scientist,Retail,14,Hybrid,38,5,Low,Depression,No,No Change,2.0,Neutral,3,Poor,Asia
22,Female,Software Engineer,IT,12,Onsite,30,5,Low,Anxiety,No,Decrease,2.0,Unsatisfied,5,Good,Europe
24,Male,Software Engineer,Healthcare,32,Hybrid,39,2,High,Anxiety,No,Increase,4.0,Neutral,1,Poor,Europe
53,Female,Data Scientist,Education,26,Remote,22,1,High,Burnout,Yes,No Change,2.0,Neutral,1,Average,Asia
27,Prefer not to say,Marketing,Retail,20,Remote,33,5,Low,Burnout,Yes,No Change,5.0,Neutral,4,Poor,Africa
53,Non-binary,Project Manager,Manufacturing,25,Hybrid,48,5,High,Anxiety,No,No Change,3.0,Neutral,1,Poor,Oceania
58,Male,HR,Retail,3,Hybrid,57,5,High,Anxiety,No,Decrease,1.0,Satisfied,4,Poor,Oceania
34,Female,Software Engineer,Manufacturing,34,Hybrid,22,4,Low,Depression,Yes,Decrease,4.0,Satisfied,4,Good,Africa
55,Female,Data Scientist,Finance,10,Hybrid,23,5,Low,Anxiety,No,Decrease,5.0,Unsatisfied,2,Poor,Europe
31,Female,Software Engineer,Education,34,Onsite,31,4,Low,Burnout,No,No Change,4.0,Satisfied,1,Good,Oceania
46,Non-binary,Data Scientist,Consulting,1,Onsite,48,2,Low,Depression,Yes,Decrease,3.0,Satisfied,3,Average,Oceania
36,Male,Marketing,Healthcare,24,Onsite,56,1,High,Burnout,No,No Change,2.0,Neutral,1,Average,Africa
51,Female,HR,IT,26,Remote,28,5,Medium,Burnout,Yes,Increase,5.0,Unsatisfied,5,Average,Asia
45,Female,Sales,Education,34,Hybrid,57,2,Low,Anxiety,No,Increase,3.0,Satisfied,2,Average,Oceania
52,Prefer not to say,Data Scientist,Education,23,Remote,26,3,Medium,Anxiety,Yes,Decrease,3.0,Unsatisfied,3,Poor,Europe
49,Non-binary,Project Manager,Finance,12,Remote,50,4,Medium,Burnout,No,Decrease,5.0,Unsatisfied,3,Good,Africa
59,Female,Sales,Retail,12,Onsite,53,3,High,Anxiety,No,No Change,5.0,Unsatisfied,3,Good,North America
29,Male,Project Manager,Finance,2,Hybrid,45,5,Medium,Burnout,Yes,Decrease,3.0,Unsatisfied,5,Poor,Asia
24,Prefer not to say,Designer,Manufacturing,1,Remote,34,1,Low,Depression,No,Decrease,2.0,Unsatisfied,3,Average,Europe
36,Non-binary,Project Manager,Retail,18,Hybrid,35,4,High,Anxiety,Yes,No Change,5.0,Neutral,3,Poor,Europe
35,Prefer not to say,Software Engineer,Manufacturing,11,Hybrid,30,1,High,Anxiety,No,Increase,2.0,Unsatisfied,4,Average,Oceania
29,Male,Designer,Consulting,2,Hybrid,28,5,Medium,Anxiety,No,Increase,4.0,Unsatisfied,2,Average,South America
34,Non-binary,Designer,Consulting,3,Hybrid,46,5,Low,Depression,Yes,Increase,2.0,Unsatisfied,1,Good,North America
51,Female,Data Scientist,Retail,6,Hybrid,20,5,High,Burnout,Yes,No Change,3.0,Neutral,1,Good,Europe
32,Female,Sales,IT,19,Remote,48,5,Medium,Burnout,Yes,No Change,3.0,Satisfied,4,Average,Africa
22,Male,Project Manager,Manufacturing,27,Onsite,43,2,High,Burnout,Yes,Decrease,5.0,Neutral,5,Average,Europe
56,Non-binary,Software Engineer,Retail,17,Hybrid,45,5,Low,Anxiety,No,Decrease,2.0,Unsatisfied,4,Poor,Africa
50,Male,Data Scientist,Education,26,Hybrid,50,3,High,Burnout,No,No Change,3.0,Unsatisfied,4,Good,Oceania
27,Male,Project Manager,Education,17,Hybrid,43,3,Low,Anxiety,No,Increase,5.0,Unsatisfied,2,Poor,South America
45,Female,Sales,Retail,20,Hybrid,56,3,Medium,Anxiety,No,Increase,5.0,Neutral,1,Poor,Europe
56,Female,Data Scientist,Education,32,Remote,41,3,Low,Anxiety,Yes,Increase,1.0,Neutral,2,Good,North America
58,Prefer not to say,Designer,Consulting,27,Onsite,22,2,Medium,Burnout,No,No Change,2.0,Unsatisfied,1,Average,Asia
45,Female,Data Scientist,IT,32,Remote,25,3,Medium,Anxiety,No,Increase,1.0,Satisfied,5,Poor,Oceania
52,Prefer not to say,Marketing,Finance,8,Remote,28,1,High,Burnout,Yes,Decrease,3.0,Satisfied,5,Poor,Asia
26,Female,Project Manager,Education,19,Onsite,55,1,Low,Depression,No,Decrease,1.0,Unsatisfied,2,Average,South America
57,Male,Project Manager,Consulting,12,Hybrid,34,1,High,Burnout,No,No Change,4.0,Unsatisfied,4,Poor,Asia
52,Female,HR,Retail,30,Remote,30,3,High,Depression,Yes,Increase,1.0,Neutral,5,Poor,Africa
40,Prefer not to say,Sales,Manufacturing,30,Remote,57,2,High,Anxiety,No,No Change,3.0,Satisfied,3,Good,Europe
59,Female,Project Manager,Consulting,23,Remote,39,1,High,Depression,Yes,Increase,2.0,Unsatisfied,4,Poor,Oceania
29,Male,Marketing,Education,33,Hybrid,23,5,Medium,Anxiety,No,Decrease,2.0,Satisfied,4,Good,Oceania
47,Male,Data Scientist,Retail,31,Remote,47,2,High,Anxiety,Yes,Increase,2.0,Unsatisfied,4,Average,Africa
52,Female,Marketing,Healthcare,13,Onsite,57,3,Medium,Depression,No,Decrease,2.0,Neutral,3,Good,Asia
34,Female,Marketing,IT,29,Onsite,60,2,Medium,Anxiety,No,Increase,4.0,Satisfied,1,Poor,North America
34,Non-binary,Designer,Manufacturing,32,Hybrid,59,5,Medium,Depression,No,Decrease,4.0,Satisfied,2,Good,South America
50,Prefer not to say,Software Engineer,Retail,2,Onsite,40,2,Low,Burnout,No,No Change,2.0,Satisfied,4,Good,Europe
38,Prefer not to say,Software Engineer,Retail,30,Hybrid,24,5,High,Depression,No,Decrease,1.0,Neutral,4,Good,North America
59,Prefer not to say,Project Manager,IT,13,Hybrid,38,1,Medium,Depression,No,Decrease,1.0,Satisfied,5,Average,Asia
28,Non-binary,Data Scientist,Finance,13,Hybrid,25,1,Medium,Anxiety,Yes,Decrease,3.0,Unsatisfied,3,Average,Oceania
